# Potential applied (V)	Current (A)
-1.386260986	-0.001668396
-1.385803223	-0.001664429
-1.385345459	-0.001660156
-1.384887695	-0.001656189
-1.384429932	-0.001653137
-1.383972168	-0.00164917
-1.383514404	-0.001643677
-1.383056641	-0.00164093
-1.382598877	-0.001638489
-1.382141113	-0.001633911
-1.38168335	-0.001631165
-1.381225586	-0.001625977
-1.380767822	-0.001623535
-1.380310059	-0.001619568
-1.379852295	-0.001616821
-1.379394531	-0.001610718
-1.378936768	-0.001607056
-1.378479004	-0.00160553
-1.37802124	-0.001600952
-1.377563477	-0.001602478
-1.377105713	-0.001593323
-1.376647949	-0.001590576
-1.376190186	-0.00158844
-1.375732422	-0.001585083
-1.375274658	-0.001580505
-1.374816895	-0.001575928
-1.374359131	-0.001571655
-1.373901367	-0.001569824
-1.373443604	-0.001566162
-1.37298584	-0.0015625
-1.372528076	-0.001559448
-1.372070313	-0.001555176
-1.371612549	-0.00155365
-1.371154785	-0.001550293
-1.370697021	-0.001546326
-1.370239258	-0.001541443
-1.369781494	-0.001538086
-1.36932373	-0.001535339
-1.368865967	-0.001531372
-1.368408203	-0.001527405
-1.367950439	-0.0015271
-1.367492676	-0.001520081
-1.367034912	-0.001517944
-1.366577148	-0.001514587
-1.366119385	-0.00151062
-1.365661621	-0.001507263
-1.365203857	-0.001504517
-1.364746094	-0.001499939
-1.36428833	-0.001499023
-1.363830566	-0.001495361
-1.363372803	-0.001491394
-1.362915039	-0.001490479
-1.362457275	-0.001487427
-1.361999512	-0.001482849
-1.361541748	-0.001479797
-1.361083984	-0.001477661
-1.360626221	-0.001472778
-1.360168457	-0.001470947
-1.359710693	-0.00146698
-1.35925293	-0.001463013
-1.358795166	-0.001459656
-1.358337402	-0.00145752
-1.357879639	-0.00144989
-1.357421875	-0.001447754
-1.356964111	-0.001447754
-1.356506348	-0.00144104
-1.356048584	-0.00144043
-1.35559082	-0.001438599
-1.355133057	-0.001435242
-1.354675293	-0.001432495
-1.354217529	-0.001428833
-1.353759766	-0.001424561
-1.353302002	-0.001422729
-1.352844238	-0.001421204
-1.352386475	-0.001416016
-1.351928711	-0.001412964
-1.351470947	-0.001411133
-1.351013184	-0.00140625
-1.35055542	-0.001404114
-1.350097656	-0.001401062
-1.349639893	-0.001398315
-1.349182129	-0.001395874
-1.348724365	-0.001391602
-1.348266602	-0.001389465
-1.347808838	-0.001388245
-1.347351074	-0.001382141
-1.346893311	-0.001381531
-1.346435547	-0.001379395
-1.345977783	-0.001375427
-1.34552002	-0.001368408
-1.345062256	-0.001366577
-1.344604492	-0.001366882
-1.344146729	-0.00136261
-1.343688965	-0.001362305
-1.343231201	-0.001357422
-1.342773438	-0.00135437
-1.342315674	-0.001350708
-1.34185791	-0.001349182
-1.341400146	-0.001346741
-1.340942383	-0.001343689
-1.340484619	-0.001339417
-1.340026855	-0.001340942
-1.339569092	-0.001335754
-1.339111328	-0.001329346
-1.338653564	-0.001329346
-1.338195801	-0.00132782
-1.337738037	-0.001324768
-1.337280273	-0.001321411
-1.33682251	-0.001316833
-1.336364746	-0.001315918
-1.335906982	-0.001312561
-1.335449219	-0.00131012
-1.334991455	-0.001308899
-1.334533691	-0.001304626
-1.334075928	-0.001300354
-1.333618164	-0.001298523
-1.3331604	-0.001297913
-1.332702637	-0.001292114
-1.332244873	-0.001291199
-1.331787109	-0.001289368
-1.331329346	-0.001286926
-1.330871582	-0.001278992
-1.330413818	-0.001280212
-1.329956055	-0.001278381
-1.329498291	-0.001277161
-1.329040527	-0.001272888
-1.328582764	-0.001269531
-1.328125	-0.001268311
-1.327667236	-0.001263123
-1.327209473	-0.001261597
-1.326751709	-0.001260376
-1.326293945	-0.001256714
-1.325836182	-0.001254578
-1.325378418	-0.001251221
-1.324920654	-0.00125061
-1.324462891	-0.001247559
-1.324005127	-0.001243286
-1.323547363	-0.001242371
-1.3230896	-0.001240845
-1.322631836	-0.001235352
-1.322174072	-0.001235352
-1.321716309	-0.001233215
-1.321258545	-0.001231689
-1.320800781	-0.001227112
-1.320343018	-0.001225281
-1.319885254	-0.001218567
-1.31942749	-0.001220398
-1.318969727	-0.001217041
-1.318511963	-0.001214905
-1.318054199	-0.001210938
-1.317596436	-0.001212158
-1.317138672	-0.001207581
-1.316680908	-0.001205444
-1.316223145	-0.001202087
-1.315765381	-0.001200256
-1.315307617	-0.001198425
-1.314849854	-0.001195374
-1.31439209	-0.001193848
-1.313934326	-0.001191406
-1.313476563	-0.00118927
-1.313018799	-0.001183167
-1.312561035	-0.001183777
-1.312103271	-0.001180725
-1.311645508	-0.001177979
-1.311187744	-0.001175842
-1.31072998	-0.001174316
-1.310272217	-0.001173096
-1.309814453	-0.001170044
-1.309356689	-0.001168213
-1.308898926	-0.001165771
-1.308441162	-0.001164856
-1.307983398	-0.001159058
-1.307525635	-0.001158752
-1.307067871	-0.001156616
-1.306610107	-0.001154785
-1.306152344	-0.001152954
-1.30569458	-0.001150513
-1.305236816	-0.001147156
-1.304779053	-0.00114502
-1.304321289	-0.001143494
-1.303863525	-0.001138916
-1.303405762	-0.001138916
-1.302947998	-0.001137085
-1.302490234	-0.001134949
-1.302032471	-0.001131287
-1.301574707	-0.001129456
-1.301116943	-0.001127014
-1.30065918	-0.001126099
-1.300201416	-0.001125183
-1.299743652	-0.001121216
-1.299285889	-0.001117554
-1.298828125	-0.001116943
-1.298370361	-0.001119385
-1.297912598	-0.001112976
-1.297454834	-0.001109314
-1.29699707	-0.001108398
-1.296539307	-0.001106567
-1.296081543	-0.00110321
-1.295623779	-0.001100769
-1.295166016	-0.001099854
-1.294708252	-0.001097107
-1.294250488	-0.001098328
-1.293792725	-0.001091919
-1.293334961	-0.001092224
-1.292877197	-0.001089783
-1.292419434	-0.001087646
-1.29196167	-0.00108551
-1.291503906	-0.00108551
-1.291046143	-0.001082153
-1.290588379	-0.001081238
-1.290130615	-0.001078491
-1.289672852	-0.001071167
-1.289215088	-0.001074829
-1.288757324	-0.001072693
-1.288299561	-0.001070862
-1.287841797	-0.001069031
-1.287384033	-0.001065674
-1.28692627	-0.001063843
-1.286468506	-0.001062927
-1.286010742	-0.001059875
-1.285552979	-0.001058044
-1.285095215	-0.001057739
-1.284637451	-0.001055908
-1.284179688	-0.001053772
-1.283721924	-0.001049805
-1.28326416	-0.001048584
-1.282806396	-0.001047363
-1.282348633	-0.001045227
-1.281890869	-0.001042786
-1.281433105	-0.001037598
-1.280975342	-0.001040344
-1.280517578	-0.001036987
-1.280059814	-0.001031189
-1.279602051	-0.001034241
-1.279144287	-0.001034241
-1.278686523	-0.001029663
-1.27822876	-0.001030273
-1.277770996	-0.001028748
-1.277313232	-0.001026001
-1.276855469	-0.001019897
-1.276397705	-0.001023865
-1.275939941	-0.001019897
-1.275482178	-0.001017761
-1.275024414	-0.001017761
-1.27456665	-0.001015015
-1.274108887	-0.001012878
-1.273651123	-0.001011658
-1.273193359	-0.001009827
-1.272735596	-0.001010132
-1.272277832	-0.001006775
-1.271820068	-0.001005249
-1.271362305	-0.001004944
-1.270904541	-0.001001892
-1.270446777	-0.001001282
-1.269989014	-0.000997925
-1.26953125	-0.00099884
-1.269073486	-0.000993958
-1.268615723	-0.000995178
-1.268157959	-0.000991821
-1.267700195	-0.000990906
-1.267242432	-0.000987854
-1.266784668	-0.000987549
-1.266326904	-0.000986328
-1.265869141	-0.000982971
-1.265411377	-0.000982056
-1.264953613	-0.000980835
-1.26449585	-0.000982056
-1.264038086	-0.000979004
-1.263580322	-0.000977478
-1.263122559	-0.000974121
-1.262664795	-0.000973511
-1.262207031	-0.0009729
-1.261749268	-0.000969543
-1.261291504	-0.000970154
-1.26083374	-0.000966492
-1.260375977	-0.000966797
-1.259918213	-0.000964355
-1.259460449	-0.000963135
-1.259002686	-0.000960693
-1.258544922	-0.000960693
-1.258087158	-0.000960083
-1.257629395	-0.000957336
-1.257171631	-0.000956726
-1.256713867	-0.000953369
-1.256256104	-0.000953369
-1.25579834	-0.000949707
-1.255340576	-0.000948486
-1.254882813	-0.000947876
-1.254425049	-0.00094635
-1.253967285	-0.00094635
-1.253509521	-0.000942688
-1.253051758	-0.000943298
-1.252593994	-0.000942688
-1.25213623	-0.000940247
-1.251678467	-0.000939941
-1.251220703	-0.000939331
-1.250762939	-0.000936279
-1.250305176	-0.000934753
-1.249847412	-0.000933533
-1.249389648	-0.000932922
-1.248931885	-0.000929565
-1.248474121	-0.000926208
-1.248016357	-0.000927734
-1.247558594	-0.000927734
-1.24710083	-0.000926819
-1.246643066	-0.000924683
-1.246185303	-0.000924072
-1.245727539	-0.0009198
-1.245269775	-0.000921021
-1.244812012	-0.000920715
-1.244354248	-0.000921326
-1.243896484	-0.000917664
-1.243438721	-0.000916138
-1.242980957	-0.000914307
-1.242523193	-0.000912781
-1.24206543	-0.000912781
-1.241607666	-0.000911255
-1.241149902	-0.000910034
-1.240692139	-0.000909424
-1.240234375	-0.000907593
-1.239776611	-0.000908508
-1.239318848	-0.000905151
-1.238861084	-0.000904541
-1.23840332	-0.000901794
-1.237945557	-0.00090271
-1.237487793	-0.000899658
-1.237030029	-0.000901184
-1.236572266	-0.00089386
-1.236114502	-0.000897827
-1.235656738	-0.000897217
-1.235198975	-0.000891113
-1.234741211	-0.00089386
-1.234283447	-0.000895996
-1.233825684	-0.000892029
-1.23336792	-0.000889282
-1.232910156	-0.000888977
-1.232452393	-0.000891113
-1.231994629	-0.000885925
-1.231536865	-0.000887146
-1.231079102	-0.00088623
-1.230621338	-0.000882874
-1.230163574	-0.000883789
-1.229705811	-0.000882263
-1.229248047	-0.000883789
-1.228790283	-0.000880127
-1.22833252	-0.000881348
-1.227874756	-0.000877991
-1.227416992	-0.000878601
-1.226959229	-0.000877991
-1.226501465	-0.000875549
-1.226043701	-0.000875854
-1.225585938	-0.000870667
-1.225128174	-0.000873108
-1.22467041	-0.000872192
-1.224212646	-0.000870667
-1.223754883	-0.000869751
-1.223297119	-0.00086853
-1.222839355	-0.000868225
-1.222381592	-0.000867615
-1.221923828	-0.000868835
-1.221466064	-0.000866089
-1.221008301	-0.000865784
-1.220550537	-0.000861816
-1.220092773	-0.000863953
-1.21963501	-0.000864868
-1.219177246	-0.00085968
-1.218719482	-0.000860291
-1.218261719	-0.000861816
-1.217803955	-0.00085968
-1.217346191	-0.000857544
-1.216888428	-0.000856934
-1.216430664	-0.000856018
-1.2159729	-0.000855408
-1.215515137	-0.000856323
-1.215057373	-0.000853577
-1.214599609	-0.000853882
-1.214141846	-0.000851746
-1.213684082	-0.00085144
-1.213226318	-0.00085022
-1.212768555	-0.000852051
-1.212310791	-0.000849609
-1.211853027	-0.000847168
-1.211395264	-0.000847473
-1.2109375	-0.000848389
-1.210479736	-0.000844727
-1.210021973	-0.000845032
-1.209564209	-0.000845947
-1.209106445	-0.000844116
-1.208648682	-0.00084259
-1.208190918	-0.000843506
-1.207733154	-0.000842896
-1.207275391	-0.000840454
-1.206817627	-0.000837402
-1.206359863	-0.000839844
-1.2059021	-0.000839539
-1.205444336	-0.000838318
-1.204986572	-0.000838318
-1.204528809	-0.000837097
-1.204071045	-0.000835571
-1.203613281	-0.000835876
-1.203155518	-0.000836487
-1.202697754	-0.000833435
-1.20223999	-0.000833435
-1.201782227	-0.00083374
-1.201324463	-0.00083252
-1.200866699	-0.000834045
-1.200408936	-0.000831299
-1.199951172	-0.000830688
-1.199493408	-0.000830688
-1.199035645	-0.000828247
-1.198577881	-0.000827942
-1.198120117	-0.000827332
-1.197662354	-0.000825806
-1.19720459	-0.000826721
-1.196746826	-0.000826111
-1.196289063	-0.000819092
-1.195831299	-0.000826111
-1.195373535	-0.000825195
-1.194915771	-0.000823975
-1.194458008	-0.000822754
-1.194000244	-0.000822449
-1.19354248	-0.000822754
-1.193084717	-0.000820313
-1.192626953	-0.000820618
-1.192169189	-0.000819397
-1.191711426	-0.000819092
-1.191253662	-0.000820618
-1.190795898	-0.000818481
-1.190338135	-0.000818481
-1.189880371	-0.000818176
-1.189422607	-0.000817566
-1.188964844	-0.000815735
-1.18850708	-0.000816345
-1.188049316	-0.00081543
-1.187591553	-0.000812378
-1.187133789	-0.000814514
-1.186676025	-0.000812988
-1.186218262	-0.000813599
-1.185760498	-0.000812683
-1.185302734	-0.000812073
-1.184844971	-0.000812378
-1.184387207	-0.000810852
-1.183929443	-0.000811157
-1.18347168	-0.000811462
-1.183013916	-0.000811157
-1.182556152	-0.000810242
-1.182098389	-0.000809021
-1.181640625	-0.000808105
-1.181182861	-0.000809326
-1.180725098	-0.000806885
-1.180267334	-0.000806885
-1.17980957	-0.00080658
-1.179351807	-0.000806885
-1.178894043	-0.000805054
-1.178436279	-0.000804443
-1.177978516	-0.000805664
-1.177520752	-0.000803833
-1.177062988	-0.00080658
-1.176605225	-0.000803833
-1.176147461	-0.000803833
-1.175689697	-0.000803833
-1.175231934	-0.000801697
-1.17477417	-0.000797119
-1.174316406	-0.000800476
-1.173858643	-0.000803528
-1.173400879	-0.000800476
-1.172943115	-0.000799561
-1.172485352	-0.00079895
-1.172027588	-0.000799866
-1.171569824	-0.000800171
-1.171112061	-0.000797119
-1.170654297	-0.000800171
-1.170196533	-0.000797119
-1.16973877	-0.000796509
-1.169281006	-0.00079834
-1.168823242	-0.000797424
-1.168365479	-0.000793457
-1.167907715	-0.000794373
-1.167449951	-0.000792847
-1.166992188	-0.000794678
-1.166534424	-0.000795593
-1.16607666	-0.0007901
-1.165618896	-0.000794373
-1.165161133	-0.000793152
-1.164703369	-0.000792236
-1.164245605	-0.000792847
-1.163787842	-0.000792847
-1.163330078	-0.000792847
-1.162872314	-0.000792236
-1.162414551	-0.000791626
-1.161956787	-0.000790405
-1.161499023	-0.000787048
-1.16104126	-0.000789795
-1.160583496	-0.00078949
-1.160125732	-0.00078949
-1.159667969	-0.000787964
-1.159210205	-0.000788269
-1.158752441	-0.000788879
-1.158294678	-0.000787659
-1.157836914	-0.000787354
-1.15737915	-0.000787354
-1.156921387	-0.000788879
-1.156463623	-0.000789795
-1.156005859	-0.000787659
-1.155548096	-0.000786133
-1.155090332	-0.000786438
-1.154632568	-0.000787659
-1.154174805	-0.000785828
-1.153717041	-0.000786438
-1.153259277	-0.000786133
-1.152801514	-0.000784607
-1.15234375	-0.000782776
-1.151885986	-0.000782471
-1.151428223	-0.000782776
-1.150970459	-0.000782776
-1.150512695	-0.000780945
-1.150054932	-0.000783386
-1.149597168	-0.00078186
-1.149139404	-0.000782471
-1.148681641	-0.000780945
-1.148223877	-0.000781555
-1.147766113	-0.000783386
-1.14730835	-0.000783081
-1.146850586	-0.000782166
-1.146392822	-0.000780334
-1.145935059	-0.000780334
-1.145477295	-0.00078125
-1.145019531	-0.00078064
-1.144561768	-0.000780334
-1.144104004	-0.000776672
-1.14364624	-0.000778503
-1.143188477	-0.000779724
-1.142730713	-0.000779724
-1.142272949	-0.000779724
-1.141815186	-0.000779114
-1.141357422	-0.000779114
-1.140899658	-0.000776978
-1.140441895	-0.000776367
-1.139984131	-0.000779419
-1.139526367	-0.000774841
-1.139068604	-0.000775452
-1.13861084	-0.000776672
-1.138153076	-0.000774536
-1.137695313	-0.000768433
-1.137237549	-0.000774536
-1.136779785	-0.0007724
-1.136322021	-0.000773315
-1.135864258	-0.000774231
-1.135406494	-0.000775452
-1.13494873	-0.00077301
-1.134490967	-0.000773621
-1.134033203	-0.000772705
-1.133575439	-0.000774536
-1.133117676	-0.00077301
-1.132659912	-0.000774536
-1.132202148	-0.00077179
-1.131744385	-0.000770569
-1.131286621	-0.00077179
-1.130828857	-0.0007724
-1.130371094	-0.000772705
-1.12991333	-0.000769653
-1.129455566	-0.000773621
-1.128997803	-0.000770569
-1.128540039	-0.000771484
-1.128082275	-0.000768127
-1.127624512	-0.000770264
-1.127166748	-0.000772705
-1.126708984	-0.000770569
-1.126251221	-0.000770569
-1.125793457	-0.000769653
-1.125335693	-0.000770264
-1.12487793	-0.000767822
-1.124420166	-0.000769043
-1.123962402	-0.000767822
-1.123504639	-0.000767212
-1.123046875	-0.000768738
-1.122589111	-0.000769043
-1.122131348	-0.000767517
-1.121673584	-0.000767212
-1.12121582	-0.000767822
-1.120758057	-0.000767822
-1.120300293	-0.000767517
-1.119842529	-0.000767822
-1.119384766	-0.000768127
-1.118927002	-0.000766296
-1.118469238	-0.000766907
-1.118011475	-0.000767822
-1.117553711	-0.000762939
-1.117095947	-0.000764465
-1.116638184	-0.000767212
-1.11618042	-0.000764465
-1.115722656	-0.000765686
-1.115264893	-0.000765991
-1.114807129	-0.000765076
-1.114349365	-0.000765686
-1.113891602	-0.00076416
-1.113433838	-0.000763245
-1.112976074	-0.00076355
-1.112518311	-0.00076355
-1.112060547	-0.00076416
-1.111602783	-0.000763855
-1.11114502	-0.000763855
-1.110687256	-0.000762939
-1.110229492	-0.000765076
-1.109771729	-0.000765686
-1.109313965	-0.000761719
-1.108856201	-0.000762024
-1.108398438	-0.000762634
-1.107940674	-0.00076355
-1.10748291	-0.000761414
-1.107025146	-0.000762329
-1.106567383	-0.000762024
-1.106109619	-0.000761108
-1.105651855	-0.000760803
-1.105194092	-0.000760193
-1.104736328	-0.000761719
-1.104278564	-0.000759888
-1.103820801	-0.000760193
-1.103363037	-0.000760193
-1.102905273	-0.000757446
-1.10244751	-0.000759888
-1.101989746	-0.000760193
-1.101531982	-0.000758057
-1.101074219	-0.000758667
-1.100616455	-0.000758362
-1.100158691	-0.00075592
-1.099700928	-0.000757751
-1.099243164	-0.000757446
-1.0987854	-0.000758362
-1.098327637	-0.000758667
-1.097869873	-0.000758362
-1.097412109	-0.000759277
-1.096954346	-0.000757141
-1.096496582	-0.000758362
-1.096038818	-0.000757751
-1.095581055	-0.000758057
-1.095123291	-0.000753784
-1.094665527	-0.000756836
-1.094207764	-0.000758362
-1.09375	-0.000757141
-1.093292236	-0.000756836
-1.092834473	-0.00075531
-1.092376709	-0.000756836
-1.091918945	-0.000758057
-1.091461182	-0.00075531
-1.091003418	-0.000753174
-1.090545654	-0.000756836
-1.090087891	-0.0007547
-1.089630127	-0.00075592
-1.089172363	-0.000755615
-1.0887146	-0.000755005
-1.088256836	-0.000755005
-1.087799072	-0.00075531
-1.087341309	-0.000755005
-1.086883545	-0.000753784
-1.086425781	-0.000753479
-1.085968018	-0.000754089
-1.085510254	-0.000753784
-1.08505249	-0.000754395
-1.084594727	-0.000754089
-1.084136963	-0.000754395
-1.083679199	-0.000753479
-1.083221436	-0.000753784
-1.082763672	-0.000751038
-1.082305908	-0.000753784
-1.081848145	-0.000752563
-1.081390381	-0.000753479
-1.080932617	-0.000752869
-1.080474854	-0.000751953
-1.08001709	-0.000752563
-1.079559326	-0.000751953
-1.079101563	-0.000751648
-1.078643799	-0.000751648
-1.078186035	-0.000750122
-1.077728271	-0.000749817
-1.077270508	-0.000750427
-1.076812744	-0.000752563
-1.07635498	-0.000748901
-1.075897217	-0.000750427
-1.075439453	-0.000750732
-1.074981689	-0.000748901
-1.074523926	-0.000751648
-1.074066162	-0.000749817
-1.073608398	-0.000750122
-1.073150635	-0.000750427
-1.072692871	-0.000751038
-1.072235107	-0.000749207
-1.071777344	-0.000748596
-1.07131958	-0.000751038
-1.070861816	-0.000749817
-1.070404053	-0.000751343
-1.069946289	-0.000750122
-1.069488525	-0.000748901
-1.069030762	-0.000752869
-1.068572998	-0.000749207
-1.068115234	-0.00074646
-1.067657471	-0.00074707
-1.067199707	-0.000749817
-1.066741943	-0.000748596
-1.06628418	-0.000748596
-1.065826416	-0.000746765
-1.065368652	-0.000746765
-1.064910889	-0.000748901
-1.064453125	-0.00074707
-1.063995361	-0.000749207
-1.063537598	-0.000747986
-1.063079834	-0.000748291
-1.06262207	-0.000744629
-1.062164307	-0.000744934
-1.061706543	-0.000744934
-1.061248779	-0.00074646
-1.060791016	-0.00074707
-1.060333252	-0.000745544
-1.059875488	-0.00074646
-1.059417725	-0.000745239
-1.058959961	-0.000745239
-1.058502197	-0.000746765
-1.058044434	-0.000743408
-1.05758667	-0.000744324
-1.057128906	-0.00074585
-1.056671143	-0.000744629
-1.056213379	-0.000745239
-1.055755615	-0.000744324
-1.055297852	-0.000744629
-1.054840088	-0.000746765
-1.054382324	-0.000743103
-1.053924561	-0.000742188
-1.053466797	-0.000745239
-1.053009033	-0.000743408
-1.05255127	-0.000743713
-1.052093506	-0.000741882
-1.051635742	-0.000741882
-1.051177979	-0.000742798
-1.050720215	-0.000741882
-1.050262451	-0.000743103
-1.049804688	-0.000741577
-1.049346924	-0.000743103
-1.04888916	-0.000744019
-1.048431396	-0.000742188
-1.047973633	-0.000736389
-1.047515869	-0.000743103
-1.047058105	-0.000742188
-1.046600342	-0.000743103
-1.046142578	-0.000742188
-1.045684814	-0.000739746
-1.045227051	-0.000741577
-1.044769287	-0.000742493
-1.044311523	-0.000741272
