# Potential applied (V)	Current (A)
-1.04385376	-0.000740356
-1.043395996	-0.000740662
-1.042938232	-0.000740967
-1.042480469	-0.000740967
-1.042022705	-0.000737915
-1.041564941	-0.000740967
-1.041107178	-0.000740662
-1.040649414	-0.000740356
-1.04019165	-0.000741272
-1.039733887	-0.000740356
-1.039276123	-0.000739441
-1.038818359	-0.000739136
-1.038360596	-0.00073822
-1.037902832	-0.000738831
-1.037445068	-0.000737305
-1.036987305	-0.000738525
-1.036529541	-0.000739746
-1.036071777	-0.00073822
-1.035614014	-0.00073761
-1.03515625	-0.000736694
-1.034698486	-0.000740051
-1.034240723	-0.000738525
-1.033782959	-0.000738525
-1.033325195	-0.000737
-1.032867432	-0.000738525
-1.032409668	-0.00073761
-1.031951904	-0.000737305
-1.031494141	-0.000736084
-1.031036377	-0.000735779
-1.030578613	-0.000735168
-1.03012085	-0.000739441
-1.029663086	-0.000737915
-1.029205322	-0.000737
-1.028747559	-0.000736084
-1.028289795	-0.000736694
-1.027832031	-0.000735779
-1.027374268	-0.000736389
-1.026916504	-0.000737305
-1.02645874	-0.000735474
-1.026000977	-0.000731201
-1.025543213	-0.000736694
-1.025085449	-0.000734558
-1.024627686	-0.000737
-1.024169922	-0.000735779
-1.023712158	-0.000734558
-1.023254395	-0.000736084
-1.022796631	-0.000734863
-1.022338867	-0.000733643
-1.021881104	-0.000734863
-1.02142334	-0.000737305
-1.020965576	-0.000733643
-1.020507813	-0.000736084
-1.020050049	-0.000733948
-1.019592285	-0.000734863
-1.019134521	-0.000735168
-1.018676758	-0.000733948
-1.018218994	-0.000733337
-1.01776123	-0.000733948
-1.017303467	-0.000731812
-1.016845703	-0.000732727
-1.016387939	-0.000734253
-1.015930176	-0.000732727
-1.015472412	-0.000733948
-1.015014648	-0.000731812
-1.014556885	-0.000732422
-1.014099121	-0.000732422
-1.013641357	-0.000732422
-1.013183594	-0.000732422
-1.01272583	-0.000734558
-1.012268066	-0.000730591
-1.011810303	-0.000731506
-1.011352539	-0.000732422
-1.010894775	-0.000731812
-1.010437012	-0.000730286
-1.009979248	-0.000733032
-1.009521484	-0.000732117
-1.009063721	-0.000730591
-1.008605957	-0.000731201
-1.008148193	-0.000732117
-1.00769043	-0.000731506
-1.007232666	-0.000730286
-1.006774902	-0.000730591
-1.006317139	-0.000730591
-1.005859375	-0.000732117
-1.005401611	-0.000729065
-1.004943848	-0.000731506
-1.004486084	-0.000730286
-1.00402832	-0.000729065
-1.003570557	-0.000729675
-1.003112793	-0.000730591
-1.002655029	-0.000729675
-1.002197266	-0.000730286
-1.001739502	-0.000727844
-1.001281738	-0.00072937
-1.000823975	-0.000728455
-1.000366211	-0.000729675
-0.999908447	-0.000729675
-0.999450684	-0.000731201
-0.99899292	-0.00072998
-0.998535156	-0.000728455
-0.998077393	-0.000730286
-0.997619629	-0.000727844
-0.997161865	-0.000729065
-0.996704102	-0.000726929
-0.996246338	-0.00072876
-0.995788574	-0.000728455
-0.995330811	-0.000726929
-0.994873047	-0.000729675
-0.994415283	-0.000727844
-0.99395752	-0.000727234
-0.993499756	-0.000726624
-0.993041992	-0.000726929
-0.992584229	-0.000726929
-0.992126465	-0.000727844
-0.991668701	-0.000726929
-0.991210938	-0.000727844
-0.990753174	-0.000725708
-0.99029541	-0.000726624
-0.989837646	-0.000730591
-0.989379883	-0.000726929
-0.988922119	-0.000727234
-0.988464355	-0.000726013
-0.988006592	-0.000726013
-0.987548828	-0.000727844
-0.987091064	-0.000726929
-0.986633301	-0.000726929
-0.986175537	-0.000724487
-0.985717773	-0.000726013
-0.98526001	-0.000726929
-0.984802246	-0.000725708
-0.984344482	-0.000725403
-0.983886719	-0.000726318
-0.983428955	-0.000727234
-0.982971191	-0.000726318
-0.982513428	-0.000726013
-0.982055664	-0.000726929
-0.9815979	-0.000725403
-0.981140137	-0.000725403
-0.980682373	-0.000726013
-0.980224609	-0.000724182
-0.979766846	-0.000726318
-0.979309082	-0.000727539
-0.978851318	-0.000723572
-0.978393555	-0.000725098
-0.977935791	-0.000724792
-0.977478027	-0.000727234
-0.977020264	-0.000724792
-0.9765625	-0.000724182
-0.976104736	-0.000724182
-0.975646973	-0.000721741
-0.975189209	-0.000725403
-0.974731445	-0.000723572
-0.974273682	-0.000722046
-0.973815918	-0.000723267
-0.973358154	-0.000723877
-0.972900391	-0.000724792
-0.972442627	-0.000722351
-0.971984863	-0.000725098
-0.9715271	-0.000724792
-0.971069336	-0.000723572
-0.970611572	-0.000722046
-0.970153809	-0.000720825
-0.969696045	-0.000722046
-0.969238281	-0.000722351
-0.968780518	-0.000722961
-0.968322754	-0.000721741
-0.96786499	-0.000722351
-0.967407227	-0.000722656
-0.966949463	-0.000720825
-0.966491699	-0.000722046
-0.966033936	-0.000722351
-0.965576172	-0.000723572
-0.965118408	-0.000723267
-0.964660645	-0.000722351
-0.964202881	-0.000722656
-0.963745117	-0.000722656
-0.963287354	-0.000722961
-0.96282959	-0.000722351
-0.962371826	-0.000723572
-0.961914063	-0.000721741
-0.961456299	-0.00072052
-0.960998535	-0.00072052
-0.960540771	-0.000722656
-0.960083008	-0.000722961
-0.959625244	-0.000722046
-0.95916748	-0.000722046
-0.958709717	-0.000720825
-0.958251953	-0.000722351
-0.957794189	-0.00072052
-0.957336426	-0.000718994
-0.956878662	-0.00071991
-0.956420898	-0.000720825
-0.955963135	-0.000722961
-0.955505371	-0.000720215
-0.955047607	-0.000719604
-0.954589844	-0.000720215
-0.95413208	-0.000720215
-0.953674316	-0.00072113
-0.953216553	-0.000720215
-0.952758789	-0.000721741
-0.952301025	-0.00072052
-0.951843262	-0.000718994
-0.951385498	-0.000719604
-0.950927734	-0.000720215
-0.950469971	-0.000720215
-0.950012207	-0.000718079
-0.949554443	-0.000718689
-0.94909668	-0.000718994
-0.948638916	-0.000719299
-0.948181152	-0.00072052
-0.947723389	-0.000718384
-0.947265625	-0.000718689
-0.946807861	-0.00071991
-0.946350098	-0.000720215
-0.945892334	-0.000718689
-0.94543457	-0.000720825
-0.944976807	-0.000718384
-0.944519043	-0.00071991
-0.944061279	-0.000718384
-0.943603516	-0.00072052
-0.943145752	-0.00072113
-0.942687988	-0.00071991
-0.942230225	-0.000719299
-0.941772461	-0.000718994
-0.941314697	-0.000719299
-0.940856934	-0.000720215
-0.94039917	-0.000718689
-0.939941406	-0.000718689
-0.939483643	-0.000719299
-0.939025879	-0.000716553
-0.938568115	-0.000718689
-0.938110352	-0.000717773
-0.937652588	-0.000719604
-0.937194824	-0.000718384
-0.936737061	-0.000718079
-0.936279297	-0.000719299
-0.935821533	-0.00071991
-0.93536377	-0.000718079
-0.934906006	-0.000718689
-0.934448242	-0.000717163
-0.933990479	-0.000718079
-0.933532715	-0.000717163
-0.933074951	-0.000718079
-0.932617188	-0.000718689
-0.932159424	-0.000716553
-0.93170166	-0.000717163
-0.931243896	-0.000717773
-0.930786133	-0.000718689
-0.930328369	-0.000717468
-0.929870605	-0.000717773
-0.929412842	-0.000719604
-0.928955078	-0.000717773
-0.928497314	-0.000717773
-0.928039551	-0.000717773
-0.927581787	-0.000718384
-0.927124023	-0.000718384
-0.92666626	-0.000717773
-0.926208496	-0.000717773
-0.925750732	-0.000717773
-0.925292969	-0.000716858
-0.924835205	-0.000716858
-0.924377441	-0.000717468
-0.923919678	-0.000717468
-0.923461914	-0.000717163
-0.92300415	-0.000717468
-0.922546387	-0.000717163
-0.922088623	-0.000715027
-0.921630859	-0.000715942
-0.921173096	-0.000720825
-0.920715332	-0.000716248
-0.920257568	-0.000718079
-0.919799805	-0.000718079
-0.919342041	-0.000715942
-0.918884277	-0.000716248
-0.918426514	-0.000716858
-0.91796875	-0.000717163
-0.917510986	-0.000718384
-0.917053223	-0.000717468
-0.916595459	-0.000717163
-0.916137695	-0.000716553
-0.915679932	-0.000715027
-0.915222168	-0.000717773
-0.914764404	-0.000717468
-0.914306641	-0.000714111
-0.913848877	-0.000716553
-0.913391113	-0.000716553
-0.91293335	-0.000716553
-0.912475586	-0.000715332
-0.912017822	-0.000717773
-0.911560059	-0.000716248
-0.911102295	-0.000715332
-0.910644531	-0.000716553
-0.910186768	-0.000716553
-0.909729004	-0.000715637
-0.90927124	-0.000716248
-0.908813477	-0.000715942
-0.908355713	-0.000715332
-0.907897949	-0.000715942
-0.907440186	-0.000715332
-0.906982422	-0.000715637
-0.906524658	-0.000715942
-0.906066895	-0.000715637
-0.905609131	-0.000713196
-0.905151367	-0.000713501
-0.904693604	-0.000717468
-0.90423584	-0.000715942
-0.903778076	-0.000715637
-0.903320313	-0.000713501
-0.902862549	-0.000715637
-0.902404785	-0.000713806
-0.901947021	-0.000712891
-0.901489258	-0.000715332
-0.901031494	-0.000715027
-0.90057373	-0.000715637
-0.900115967	-0.000715027
-0.899658203	-0.000715332
-0.899200439	-0.000715332
-0.898742676	-0.000715027
-0.898284912	-0.000715027
-0.897827148	-0.000713501
-0.897369385	-0.000714111
-0.896911621	-0.000715027
-0.896453857	-0.000717773
-0.895996094	-0.000715637
-0.89553833	-0.000716248
-0.895080566	-0.000715637
-0.894622803	-0.000715637
-0.894165039	-0.00071228
-0.893707275	-0.000715942
-0.893249512	-0.000715637
-0.892791748	-0.000714111
-0.892333984	-0.000714111
-0.891876221	-0.000714722
-0.891418457	-0.000716248
-0.890960693	-0.000715637
-0.89050293	-0.000716553
-0.890045166	-0.000715027
-0.889587402	-0.000715027
-0.889129639	-0.000712585
-0.888671875	-0.000714111
-0.888214111	-0.000714722
-0.887756348	-0.000712891
-0.887298584	-0.000715332
-0.88684082	-0.000713196
-0.886383057	-0.000713501
-0.885925293	-0.000713806
-0.885467529	-0.00071228
-0.885009766	-0.000714417
-0.884552002	-0.000715332
-0.884094238	-0.000713501
-0.883636475	-0.000715637
-0.883178711	-0.000715332
-0.882720947	-0.000714417
-0.882263184	-0.000712585
-0.88180542	-0.000714722
-0.881347656	-0.000713501
-0.880889893	-0.000713806
-0.880432129	-0.000714417
-0.879974365	-0.000715332
-0.879516602	-0.000714722
-0.879058838	-0.000712585
-0.878601074	-0.000713501
-0.878143311	-0.000713806
-0.877685547	-0.000714111
-0.877227783	-0.000715027
-0.87677002	-0.000713501
-0.876312256	-0.000713501
-0.875854492	-0.00071228
-0.875396729	-0.000714722
-0.874938965	-0.000713501
-0.874481201	-0.000713501
-0.874023438	-0.000711975
-0.873565674	-0.000713196
-0.87310791	-0.000712891
-0.872650146	-0.000713806
-0.872192383	-0.000711975
-0.871734619	-0.000713501
-0.871276855	-0.000713196
-0.870819092	-0.000713196
-0.870361328	-0.000712585
-0.869903564	-0.000712585
-0.869445801	-0.000713806
-0.868988037	-0.00071228
-0.868530273	-0.000714722
-0.86807251	-0.000712891
-0.867614746	-0.000712891
-0.867156982	-0.000708923
-0.866699219	-0.000713196
-0.866241455	-0.000714722
-0.865783691	-0.000712585
-0.865325928	-0.000714111
-0.864868164	-0.00071228
-0.8644104	-0.00071228
-0.863952637	-0.000712891
-0.863494873	-0.000713196
-0.863037109	-0.000713196
-0.862579346	-0.000713806
-0.862121582	-0.000711975
-0.861663818	-0.00071228
-0.861206055	-0.000714417
-0.860748291	-0.000709839
-0.860290527	-0.000711975
-0.859832764	-0.000713806
-0.859375	-0.000713501
-0.858917236	-0.000712585
-0.858459473	-0.00071228
-0.858001709	-0.000711365
-0.857543945	-0.000713501
-0.857086182	-0.000708923
-0.856628418	-0.000713196
-0.856170654	-0.000713501
-0.855712891	-0.000713806
-0.855255127	-0.000713501
-0.854797363	-0.000713806
-0.8543396	-0.000711365
-0.853881836	-0.000711975
-0.853424072	-0.000715332
-0.852966309	-0.00071228
-0.852508545	-0.00071228
-0.852050781	-0.000711365
-0.851593018	-0.000713196
-0.851135254	-0.000712891
-0.85067749	-0.000713196
-0.850219727	-0.000712891
-0.849761963	-0.00071228
-0.849304199	-0.000711975
-0.848846436	-0.000711975
-0.848388672	-0.00071167
-0.847930908	-0.00071106
-0.847473145	-0.000711365
-0.847015381	-0.000710449
-0.846557617	-0.000708313
-0.846099854	-0.00071228
-0.84564209	-0.000712585
-0.845184326	-0.00071228
-0.844726563	-0.000714417
-0.844268799	-0.000713196
-0.843811035	-0.00071228
-0.843353271	-0.000712585
-0.842895508	-0.00071106
-0.842437744	-0.00071106
-0.84197998	-0.00071106
-0.841522217	-0.00071228
-0.841064453	-0.000710754
-0.840606689	-0.00071228
-0.840148926	-0.00071106
-0.839691162	-0.00071167
-0.839233398	-0.000711975
-0.838775635	-0.000710144
-0.838317871	-0.000710754
-0.837860107	-0.000714111
-0.837402344	-0.000709534
-0.83694458	-0.000711975
-0.836486816	-0.000708618
-0.836029053	-0.000712585
-0.835571289	-0.000716553
-0.835113525	-0.000707397
-0.834655762	-0.000710449
-0.834197998	-0.000710754
-0.833740234	-0.000708923
-0.833282471	-0.000710144
-0.832824707	-0.00071106
-0.832366943	-0.00071167
-0.83190918	-0.000710754
-0.831451416	-0.000713501
-0.830993652	-0.000711975
-0.830535889	-0.000711365
-0.830078125	-0.000710449
-0.829620361	-0.000709839
-0.829162598	-0.00071106
-0.828704834	-0.000710144
-0.82824707	-0.000711365
-0.827789307	-0.000709839
-0.827331543	-0.000710754
-0.826873779	-0.000710754
-0.826416016	-0.000709839
-0.825958252	-0.000710754
-0.825500488	-0.000710144
-0.825042725	-0.000709534
-0.824584961	-0.000709229
-0.824127197	-0.000710449
-0.823669434	-0.00071106
-0.82321167	-0.000710144
-0.822753906	-0.000710449
-0.822296143	-0.000710449
-0.821838379	-0.000709229
-0.821380615	-0.000708923
-0.820922852	-0.000708923
-0.820465088	-0.000705261
-0.820007324	-0.000708313
-0.819549561	-0.000711365
-0.819091797	-0.000709839
-0.818634033	-0.000708618
-0.81817627	-0.000708923
-0.817718506	-0.000710449
-0.817260742	-0.000708618
-0.816802979	-0.000709534
-0.816345215	-0.000710754
-0.815887451	-0.000710144
-0.815429688	-0.000708923
-0.814971924	-0.000709839
-0.81451416	-0.000708618
-0.814056396	-0.000710449
-0.813598633	-0.000709534
-0.813140869	-0.000708008
-0.812683105	-0.000709839
-0.812225342	-0.00071167
-0.811767578	-0.000710144
-0.811309814	-0.000708313
-0.810852051	-0.000708313
-0.810394287	-0.000710144
-0.809936523	-0.000709839
-0.80947876	-0.000709534
-0.809020996	-0.000706787
-0.808563232	-0.000709229
-0.808105469	-0.000706787
-0.807647705	-0.000709839
-0.807189941	-0.000706482
-0.806732178	-0.000708618
-0.806274414	-0.000708618
-0.80581665	-0.000707703
-0.805358887	-0.000706177
-0.804901123	-0.000707092
-0.804443359	-0.000707397
-0.803985596	-0.000708313
-0.803527832	-0.000708618
-0.803070068	-0.000706482
-0.802612305	-0.000708618
-0.802154541	-0.000706177
-0.801696777	-0.000708008
-0.801239014	-0.00071228
-0.80078125	-0.000707092
-0.800323486	-0.000708313
-0.799865723	-0.000705872
-0.799407959	-0.000705566
-0.798950195	-0.000707703
-0.798492432	-0.000706177
-0.798034668	-0.000707397
-0.797576904	-0.000707703
-0.797119141	-0.00071167
-0.796661377	-0.000708008
-0.796203613	-0.000707703
-0.79574585	-0.000708008
-0.795288086	-0.000706482
-0.794830322	-0.000707703
-0.794372559	-0.000707397
-0.793914795	-0.000707397
-0.793457031	-0.000706482
-0.792999268	-0.000707397
-0.792541504	-0.000706787
-0.79208374	-0.000707092
-0.791625977	-0.000706787
-0.791168213	-0.000706177
-0.790710449	-0.000708008
-0.790252686	-0.000705872
-0.789794922	-0.000705261
-0.789337158	-0.000705566
-0.788879395	-0.000706482
-0.788421631	-0.000705261
-0.787963867	-0.000704956
-0.787506104	-0.000704651
-0.78704834	-0.000702209
-0.786590576	-0.000704041
-0.786132813	-0.000703735
-0.785675049	-0.000704041
-0.785217285	-0.000705566
-0.784759521	-0.000707092
-0.784301758	-0.000706482
-0.783843994	-0.000705872
-0.78338623	-0.000706482
-0.782928467	-0.000705261
-0.782470703	-0.000705872
-0.782012939	-0.000706177
-0.781555176	-0.000704041
-0.781097412	-0.000704956
-0.780639648	-0.000706177
-0.780181885	-0.000704956
-0.779724121	-0.000702515
-0.779266357	-0.000704956
-0.778808594	-0.000704956
-0.77835083	-0.000704041
-0.777893066	-0.000703735
-0.777435303	-0.000706482
-0.776977539	-0.000705872
-0.776519775	-0.000703735
-0.776062012	-0.000701599
-0.775604248	-0.000705261
-0.775146484	-0.000704956
-0.774688721	-0.000702515
-0.774230957	-0.000704346
-0.773773193	-0.000704651
-0.77331543	-0.00070343
-0.772857666	-0.000704041
-0.772399902	-0.000703125
-0.771942139	-0.000704956
-0.771484375	-0.000706482
-0.771026611	-0.000704956
-0.770568848	-0.000701904
-0.770111084	-0.000703735
-0.76965332	-0.000704041
-0.769195557	-0.000704651
-0.768737793	-0.00070282
-0.768280029	-0.000705566
-0.767822266	-0.000704041
-0.767364502	-0.000701904
-0.766906738	-0.000704346
-0.766448975	-0.000704041
-0.765991211	-0.000703125
-0.765533447	-0.000703735
-0.765075684	-0.00070343
-0.76461792	-0.000704956
-0.764160156	-0.000704956
-0.763702393	-0.000704346
-0.763244629	-0.000703735
-0.762786865	-0.000704651
-0.762329102	-0.000704651
-0.761871338	-0.000703125
-0.761413574	-0.000701904
-0.760955811	-0.000703735
-0.760498047	-0.000703735
-0.760040283	-0.000704041
-0.75958252	-0.000701904
-0.759124756	-0.000701294
-0.758666992	-0.00070343
-0.758209229	-0.000704651
-0.757751465	-0.00070343
-0.757293701	-0.000703125
-0.756835938	-0.000703735
-0.756378174	-0.000702209
-0.75592041	-0.000700378
-0.755462646	-0.000701599
-0.755004883	-0.000704346
-0.754547119	-0.000701904
-0.754089355	-0.000703125
-0.753631592	-0.000703125
-0.753173828	-0.000701599
-0.752716064	-0.000697632
-0.752258301	-0.000701599
-0.751800537	-0.000700378
-0.751342773	-0.000702515
-0.75088501	-0.000702209
-0.750427246	-0.000701904
-0.749969482	-0.000702515
-0.749511719	-0.000702515
-0.749053955	-0.000701599
-0.748596191	-0.000701599
-0.748138428	-0.000702515
-0.747680664	-0.00070282
-0.7472229	-0.000699463
-0.746765137	-0.000701294
-0.746307373	-0.000701294
-0.745849609	-0.000701294
-0.745391846	-0.000700378
-0.744934082	-0.000700684
-0.744476318	-0.000700073
-0.744018555	-0.000701904
-0.743560791	-0.00070343
-0.743103027	-0.000701599
-0.742645264	-0.000701904
-0.7421875	-0.000701294
-0.741729736	-0.000701294
-0.741271973	-0.000700684
-0.740814209	-0.000700684
-0.740356445	-0.000701294
-0.739898682	-0.000700684
-0.739440918	-0.000699768
-0.738983154	-0.000701294
-0.738525391	-0.000701294
-0.738067627	-0.000699463
-0.737609863	-0.000701294
-0.7371521	-0.000697937
-0.736694336	-0.000702209
-0.736236572	-0.000700989
-0.735778809	-0.000697937
-0.735321045	-0.000700989
-0.734863281	-0.000700378
-0.734405518	-0.000700989
-0.733947754	-0.000700684
-0.73348999	-0.000699768
-0.733032227	-0.000700684
-0.732574463	-0.000699158
-0.732116699	-0.000700684
-0.731658936	-0.000699768
-0.731201172	-0.000699158
-0.730743408	-0.000698242
-0.730285645	-0.000700684
-0.729827881	-0.000701294
-0.729370117	-0.000700073
-0.728912354	-0.000699158
-0.72845459	-0.000699768
-0.727996826	-0.000698242
-0.727539063	-0.000699768
-0.727081299	-0.000700073
-0.726623535	-0.000698242
-0.726165771	-0.000700684
-0.725708008	-0.000700378
-0.725250244	-0.000699158
-0.72479248	-0.000698547
-0.724334717	-0.000702209
-0.723876953	-0.000698547
-0.723419189	-0.000698242
-0.722961426	-0.000699463
-0.722503662	-0.000697632
-0.722045898	-0.000698853
-0.721588135	-0.000697021
-0.721130371	-0.000698853
-0.720672607	-0.000697937
-0.720214844	-0.000698547
-0.71975708	-0.000698547
-0.719299316	-0.000698853
-0.718841553	-0.000696411
-0.718383789	-0.000697021
-0.717926025	-0.000699463
-0.717468262	-0.000694885
-0.717010498	-0.000699158
-0.716552734	-0.000697632
-0.716094971	-0.000699463
-0.715637207	-0.000697327
-0.715179443	-0.000698853
-0.71472168	-0.000698547
-0.714263916	-0.000697327
-0.713806152	-0.000697632
-0.713348389	-0.000697327
-0.712890625	-0.000694885
-0.712432861	-0.000696411
-0.711975098	-0.000698242
-0.711517334	-0.000697021
-0.71105957	-0.000696411
-0.710601807	-0.000696106
-0.710144043	-0.000695801
-0.709686279	-0.000695801
-0.709228516	-0.000694885
-0.708770752	-0.000694885
-0.708312988	-0.000699158
-0.707855225	-0.000696716
-0.707397461	-0.000697937
-0.706939697	-0.000695496
-0.706481934	-0.000694885
-0.70602417	-0.000694885
-0.705566406	-0.000693665
-0.705108643	-0.000694275
-0.704650879	-0.000696106
-0.704193115	-0.00069458
-0.703735352	-0.000697021
-0.703277588	-0.00069519
-0.702819824	-0.00069519
-0.702362061	-0.000693665
-0.701904297	-0.000693665
-0.701446533	-0.00069458
-0.70098877	-0.000695496
-0.700531006	-0.000694275
-0.700073242	-0.00069397
-0.699615479	-0.000693359
-0.699157715	-0.000689697
-0.698699951	-0.000692749
-0.698242188	-0.000691223
-0.697784424	-0.000693359
-0.69732666	-0.000692749
-0.696868896	-0.000695801
-0.696411133	-0.000692444
-0.695953369	-0.000692444
-0.695495605	-0.000693665
-0.695037842	-0.000692139
-0.694580078	-0.000692139
-0.694122314	-0.000689697
-0.693664551	-0.000690613
-0.693206787	-0.000692139
-0.692749023	-0.000691528
-0.69229126	-0.000690918
-0.691833496	-0.000690613
-0.691375732	-0.000691528
-0.690917969	-0.000688782
-0.690460205	-0.000693665
-0.690002441	-0.000691223
-0.689544678	-0.000691223
-0.689086914	-0.000691223
-0.68862915	-0.000689697
-0.688171387	-0.000690002
-0.687713623	-0.000690308
-0.687255859	-0.000689697
-0.686798096	-0.000687561
-0.686340332	-0.000690308
-0.685882568	-0.000689392
-0.685424805	-0.000689392
-0.684967041	-0.000690918
-0.684509277	-0.000687561
-0.684051514	-0.000691528
-0.68359375	-0.000687561
-0.683135986	-0.000690613
-0.682678223	-0.000687561
-0.682220459	-0.000691528
-0.681762695	-0.000683594
-0.681304932	-0.000688782
-0.680847168	-0.000685425
-0.680389404	-0.000688477
-0.679931641	-0.000688782
-0.679473877	-0.000686035
-0.679016113	-0.000687256
-0.67855835	-0.000688171
-0.678100586	-0.000686035
-0.677642822	-0.00068512
-0.677185059	-0.000689697
-0.676727295	-0.000685425
-0.676269531	-0.000683899
-0.675811768	-0.000688782
-0.675354004	-0.000685425
-0.67489624	-0.000684509
-0.674438477	-0.000682983
-0.673980713	-0.000682373
-0.673522949	-0.000683899
-0.673065186	-0.000683289
-0.672607422	-0.000683289
-0.672149658	-0.000683594
-0.671691895	-0.000682373
-0.671234131	-0.000682678
-0.670776367	-0.000680847
-0.670318604	-0.000683289
-0.66986084	-0.000682068
-0.669403076	-0.000683289
-0.668945313	-0.000680847
-0.668487549	-0.000681763
-0.668029785	-0.000679626
-0.667572021	-0.000679932
-0.667114258	-0.000679626
-0.666656494	-0.000680237
-0.66619873	-0.000678406
-0.665740967	-0.000679321
-0.665283203	-0.000680847
-0.664825439	-0.000676575
-0.664367676	-0.000678406
-0.663909912	-0.000679626
-0.663452148	-0.000680847
-0.662994385	-0.000677795
-0.662536621	-0.000675354
-0.662078857	-0.000679932
-0.661621094	-0.000675354
-0.66116333	-0.00067688
-0.660705566	-0.000675049
-0.660247803	-0.00067627
-0.659790039	-0.000675659
-0.659332275	-0.000674438
-0.658874512	-0.000675354
-0.658416748	-0.000675049
-0.657958984	-0.000671387
-0.657501221	-0.000673828
-0.657043457	-0.000674133
-0.656585693	-0.000670471
-0.65612793	-0.000672607
-0.655670166	-0.000670471
-0.655212402	-0.000671387
-0.654754639	-0.000672913
-0.654296875	-0.000670166
-0.653839111	-0.000670776
-0.653381348	-0.000670776
-0.652923584	-0.000670471
-0.65246582	-0.000668335
-0.652008057	-0.000665894
-0.651550293	-0.00066864
-0.651092529	-0.000671997
-0.650634766	-0.000667114
-0.650177002	-0.000665894
-0.649719238	-0.000664978
-0.649261475	-0.000668335
-0.648803711	-0.000664063
-0.648345947	-0.000664063
-0.647888184	-0.000665894
-0.64743042	-0.000664063
-0.646972656	-0.000665283
-0.646514893	-0.000663452
-0.646057129	-0.000664368
-0.645599365	-0.000661926
-0.645141602	-0.000662231
-0.644683838	-0.000661621
-0.644226074	-0.000661926
-0.643768311	-0.000660706
-0.643310547	-0.00065979
-0.642852783	-0.000659485
-0.64239502	-0.000657043
-0.641937256	-0.000656738
-0.641479492	-0.000657654
-0.641021729	-0.000658569
-0.640563965	-0.000656128
-0.640106201	-0.000655518
-0.639648438	-0.000655212
-0.639190674	-0.000652161
-0.63873291	-0.000653381
-0.638275146	-0.000651245
-0.637817383	-0.000653381
-0.637359619	-0.000651245
-0.636901855	-0.00065155
-0.636444092	-0.000648804
-0.635986328	-0.000650024
-0.635528564	-0.00065033
-0.635070801	-0.000648193
-0.634613037	-0.000645752
-0.634155273	-0.000646362
-0.63369751	-0.000640564
-0.633239746	-0.000644531
-0.632781982	-0.000645447
-0.632324219	-0.000643616
-0.631866455	-0.000643005
-0.631408691	-0.000642395
-0.630950928	-0.000640259
-0.630493164	-0.000641174
-0.6300354	-0.000639648
-0.629577637	-0.000637817
-0.629119873	-0.000638428
-0.628662109	-0.000636597
-0.628204346	-0.000636292
-0.627746582	-0.000632935
-0.627288818	-0.000634155
-0.626831055	-0.00063324
-0.626373291	-0.00063324
-0.625915527	-0.000629883
-0.625457764	-0.000630798
-0.625	-0.000629578
-0.624542236	-0.000628052
-0.624084473	-0.000628052
-0.623626709	-0.000628357
-0.623168945	-0.000625916
-0.622711182	-0.000625
-0.622253418	-0.000622864
-0.621795654	-0.000623779
-0.621337891	-0.00061676
-0.620880127	-0.000619507
-0.620422363	-0.00061615
-0.6199646	-0.000616455
-0.619506836	-0.000615845
-0.619049072	-0.000615234
-0.618591309	-0.000617676
-0.618133545	-0.000612488
-0.617675781	-0.000612183
-0.617218018	-0.000609741
-0.616760254	-0.000608826
-0.61630249	-0.000606689
-0.615844727	-0.000605469
-0.615386963	-0.000604553
-0.614929199	-0.000603943
-0.614471436	-0.000601501
-0.614013672	-0.000601196
-0.613555908	-0.000600281
-0.613098145	-0.000597534
-0.612640381	-0.000596008
-0.612182617	-0.000594788
-0.611724854	-0.000592957
-0.61126709	-0.000592651
-0.610809326	-0.000589294
-0.610351563	-0.000588379
-0.609893799	-0.000587769
-0.609436035	-0.000585327
-0.608978271	-0.000584106
-0.608520508	-0.00058197
-0.608062744	-0.000579529
-0.60760498	-0.000578308
-0.607147217	-0.000576782
-0.606689453	-0.000576172
-0.606231689	-0.00057312
-0.605773926	-0.000572815
-0.605316162	-0.000569763
-0.604858398	-0.000568542
-0.604400635	-0.000565796
-0.603942871	-0.000565186
-0.603485107	-0.000562744
-0.603027344	-0.000561218
-0.60256958	-0.000558472
-0.602111816	-0.000556335
-0.601654053	-0.00055542
-0.601196289	-0.000553284
-0.600738525	-0.000551758
-0.600280762	-0.000548706
-0.599822998	-0.00054657
-0.599365234	-0.000544128
-0.598907471	-0.000542603
-0.598449707	-0.000541687
-0.597991943	-0.000536804
-0.59753418	-0.000535583
-0.597076416	-0.000533752
-0.596618652	-0.000532532
-0.596160889	-0.000529785
-0.595703125	-0.000527649
-0.595245361	-0.000526123
-0.594787598	-0.000524292
-0.594329834	-0.00052063
-0.59387207	-0.000518494
-0.593414307	-0.000517883
-0.592956543	-0.000515747
-0.592498779	-0.000513
-0.592041016	-0.000510864
-0.591583252	-0.000507813
-0.591125488	-0.000505371
-0.590667725	-0.00050354
-0.590209961	-0.000487671
-0.589752197	-0.000499878
-0.589294434	-0.000497437
-0.58883667	-0.000495026
-0.588378906	-0.000493011
-0.587921143	-0.000490509
-0.587463379	-0.000488312
-0.587005615	-0.000485626
